date,news_sentiment,news_count,pct_positive,Ticker
2026-06-18,0.4836942846024478,324,0.5740740740740741,MRVL
2026-06-19,0.2508783873758818,114,0.3684210526315789,MRVL
2026-06-20,-0.13919833728245326,42,0.0,MRVL
2026-06-21,0.14617878198623657,36,0.16666666666666666,MRVL
2026-05-29,0.5587703585624695,1,1.0,ARM
2026-05-30,0.2634028693040212,6,0.3333333333333333,ARM
2026-05-31,0.7317274808883667,5,0.8,ARM
2026-06-01,0.23027068105610934,22,0.45454545454545453,ARM
2026-06-02,0.27439239464308085,19,0.47368421052631576,ARM
2026-06-03,0.022548666367164023,13,0.38461538461538464,ARM
2026-06-04,-0.03271215728351048,14,0.2857142857142857,ARM
2026-06-05,-0.2032939245303472,12,0.16666666666666666,ARM
2026-06-06,-0.612689733505249,2,0.0,ARM
2026-06-07,0.2911350131034851,3,0.3333333333333333,ARM
2026-06-08,-0.4181895918316311,9,0.1111111111111111,ARM
2026-06-09,0.13966776024211536,11,0.45454545454545453,ARM
2026-06-10,-0.07092789808909099,9,0.3333333333333333,ARM
2026-06-11,0.3169099622302585,18,0.5,ARM
2026-06-12,0.15558153849381667,13,0.23076923076923078,ARM
2026-06-13,0.6208377991403852,7,0.8571428571428571,ARM
2026-06-14,0.45192375779151917,2,0.5,ARM
2026-06-15,0.5259987541607448,7,0.5714285714285714,ARM
2026-06-16,0.18458107709884644,5,0.4,ARM
2026-06-17,-0.09114705324172974,10,0.1,ARM
2026-06-18,0.3908008933067322,5,0.6,ARM
2026-06-19,0.8456001281738281,2,1.0,ARM
2026-06-20,0.0,2,0.0,ARM
2026-06-21,0.4659632742404938,3,0.6666666666666666,ARM
2026-06-10,-0.43297591695079096,162,0.25925925925925924,SMCI
2026-06-11,-0.08201786349801456,204,0.3235294117647059,SMCI
2026-06-12,-0.11308436095714569,48,0.375,SMCI
2026-06-13,0.22914884984493256,24,0.5,SMCI
2026-06-15,0.18567949533462524,78,0.3076923076923077,SMCI
2026-06-16,-0.15714672021567822,192,0.28125,SMCI
2026-06-17,-0.04017182632728859,162,0.37037037037037035,SMCI
2026-06-18,0.3154324476535504,156,0.5,SMCI
2026-06-19,-0.009204989671707154,120,0.35,SMCI
2026-06-20,-0.3040355443954468,30,0.2,SMCI
2026-06-21,0.13840945065021515,24,0.5,SMCI
2026-06-20,0.10523638288889613,672,0.33035714285714285,MSFT
2026-06-21,0.008597757328640331,528,0.20454545454545456,MSFT
2026-06-20,-0.06317045291264851,216,0.16666666666666666,GOOGL
2026-06-21,-0.10975392744308565,984,0.14634146341463414,GOOGL
2026-06-18,0.0335208016137282,288,0.3333333333333333,AMZN
2026-06-19,0.2203095539620048,456,0.3815789473684211,AMZN
2026-06-20,-0.136115363240242,240,0.1,AMZN
2026-06-21,0.10212266693512599,216,0.3055555555555556,AMZN
2026-06-15,-0.14029777146154834,186,0.25806451612903225,META
2026-06-16,0.0799386813873198,246,0.4146341463414634,META
2026-06-17,-0.4084056527227969,222,0.13513513513513514,META
2026-06-18,-0.29722848534584045,216,0.1111111111111111,META
2026-06-19,0.069910552766588,162,0.2962962962962963,META
2026-06-20,0.04751666386922201,72,0.16666666666666666,META
2026-06-21,-0.182535570114851,96,0.0625,META
2026-06-12,0.29163597524166107,16,0.5,PLTR
2026-06-13,0.06887383120400566,56,0.35714285714285715,PLTR
2026-06-14,-0.10437906781832378,48,0.25,PLTR
2026-06-15,0.08831871333329575,92,0.4782608695652174,PLTR
2026-06-16,-0.05341392755508423,196,0.3469387755102041,PLTR
2026-06-17,0.011623682799162689,108,0.2962962962962963,PLTR
2026-06-18,0.013643319115919225,136,0.23529411764705882,PLTR
2026-06-19,0.03132173087861803,72,0.3888888888888889,PLTR
2026-06-20,-0.2963315418788365,28,0.0,PLTR
2026-06-21,-0.30419520537058514,48,0.0,PLTR
2026-06-18,0.20777830726960125,340,0.38823529411764707,AI
2026-06-19,0.08638141123024193,296,0.24324324324324326,AI
2026-06-20,-0.24597861766815185,100,0.16,AI
2026-06-21,-0.031863924115896225,64,0.125,AI
2026-05-07,-0.004768692530118502,26,0.3076923076923077,SOUN
2026-05-08,-0.3842679485678673,32,0.1875,SOUN
2026-05-09,0.5733143091201782,10,0.6,SOUN
2026-05-10,-0.6326389312744141,6,0.0,SOUN
2026-05-11,0.7359886288642883,10,0.8,SOUN
2026-05-12,-0.48165807127952576,4,0.0,SOUN
2026-05-13,-0.4066362679004669,8,0.25,SOUN
2026-05-14,0.5291277368863424,6,0.6666666666666666,SOUN
2026-05-15,-0.48707225918769836,4,0.0,SOUN
2026-05-16,-0.8740484952926636,10,0.0,SOUN
2026-05-18,0.09662477175394694,18,0.3333333333333333,SOUN
2026-05-19,-0.18936361074447633,10,0.0,SOUN
2026-05-20,-0.2899898290634155,4,0.0,SOUN
2026-05-21,-0.4638938307762146,8,0.0,SOUN
2026-05-22,0.35406577587127686,14,0.42857142857142855,SOUN
2026-05-24,0.5316637754440308,6,0.6666666666666666,SOUN
2026-05-25,0.0,12,0.0,SOUN
2026-05-26,0.0,2,0.0,SOUN
2026-05-27,0.9386892914772034,4,1.0,SOUN
2026-05-28,0.2302592545747757,8,0.25,SOUN
2026-05-29,0.31531893014907836,10,0.6,SOUN
2026-05-30,-0.3870826721191406,10,0.0,SOUN
2026-05-31,-0.9267802834510803,4,0.0,SOUN
2026-06-01,0.0,8,0.0,SOUN
2026-06-02,0.2720957568713597,14,0.42857142857142855,SOUN
2026-06-03,-0.04273561636606852,6,0.3333333333333333,SOUN
2026-06-04,0.1096090277036031,12,0.3333333333333333,SOUN
2026-06-05,0.0,2,0.0,SOUN
2026-06-06,-0.12040483951568604,4,0.5,SOUN
2026-06-07,0.0,2,0.0,SOUN
2026-06-08,-0.021890008449554445,10,0.2,SOUN
2026-06-09,0.0,4,0.0,SOUN
2026-06-10,0.022607141070895724,18,0.3333333333333333,SOUN
2026-06-11,0.07250965237617493,10,0.6,SOUN
2026-06-12,-0.14659568667411804,16,0.25,SOUN
2026-06-13,0.0,10,0.0,SOUN
2026-06-14,-0.634657104810079,6,0.0,SOUN
2026-06-15,-0.4761001467704773,8,0.25,SOUN
2026-06-16,-0.16375928265707834,14,0.0,SOUN
2026-06-17,0.0,2,0.0,SOUN
2026-06-18,0.14428682128588358,24,0.3333333333333333,SOUN
2026-06-19,0.0,2,0.0,SOUN
2026-06-21,0.0,2,0.0,SOUN
2026-06-10,-0.0328041136264801,60,0.3,DELL
2026-06-11,0.38382480666041374,192,0.625,DELL
2026-06-12,0.08981240847531487,102,0.35294117647058826,DELL
2026-06-13,0.36967981713158743,42,0.5714285714285714,DELL
2026-06-14,0.1927548199892044,48,0.5,DELL
2026-06-15,0.3937387291122885,102,0.5294117647058824,DELL
2026-06-16,0.42577170048441204,168,0.6428571428571429,DELL
2026-06-17,0.1546671822667122,240,0.325,DELL
2026-06-18,0.3499281352216547,132,0.5,DELL
2026-06-19,0.4009373426437378,60,0.5,DELL
2026-06-20,0.1720999598503113,30,0.6,DELL
2026-06-21,-0.0034846216440200806,24,0.25,DELL
2026-05-28,0.274587767464774,42,0.42857142857142855,ANET
2026-05-29,0.6739459542127756,78,0.8461538461538461,ANET
2026-05-30,0.3494689464569092,24,0.5,ANET
2026-05-31,0.27852527300516766,18,0.3333333333333333,ANET
2026-06-01,0.5125462147924635,54,0.6666666666666666,ANET
2026-06-02,0.31897797882556916,60,0.6,ANET
2026-06-03,0.4081350931754479,78,0.6923076923076923,ANET
2026-06-04,0.17889751195907594,30,0.4,ANET
2026-06-05,0.1542767107486725,60,0.4,ANET
2026-06-06,0.0,6,0.0,ANET
2026-06-07,0.0,6,0.0,ANET
2026-06-08,0.314377099275589,36,0.3333333333333333,ANET
2026-06-09,0.3979882366127438,162,0.48148148148148145,ANET
2026-06-10,0.3179545670747757,60,0.4,ANET
2026-06-11,0.7008657058080038,36,1.0,ANET
2026-06-12,0.48495675921440123,60,0.6,ANET
2026-06-13,0.26343610882759094,48,0.5,ANET
2026-06-14,0.326406729221344,30,0.6,ANET
2026-06-15,0.49050750732421877,30,0.6,ANET
2026-06-16,0.6077485144138336,90,0.7333333333333333,ANET
2026-06-17,-0.4105428589714898,54,0.1111111111111111,ANET
2026-06-18,0.5334244966506958,66,0.6363636363636364,ANET
2026-06-19,0.3133797248204549,54,0.3333333333333333,ANET
2026-06-20,0.0,6,0.0,ANET
2026-06-21,0.860471248626709,12,1.0,ANET
2026-06-04,0.22553400371385657,138,0.43478260869565216,HPE
2026-06-05,0.4318855588252728,78,0.5384615384615384,HPE
2026-06-06,0.6396729520389012,42,0.8571428571428571,HPE
2026-06-07,-0.11920087039470673,24,0.25,HPE
2026-06-08,0.34777365361942963,102,0.5294117647058824,HPE
2026-06-09,0.35146568218866986,36,0.6666666666666666,HPE
2026-06-10,0.1147038615666903,78,0.46153846153846156,HPE
2026-06-11,0.38473230931493974,108,0.5555555555555556,HPE
2026-06-12,-0.060687210824754506,54,0.3333333333333333,HPE
2026-06-13,0.523880410194397,30,0.6,HPE
2026-06-14,0.5818849901358286,36,0.6666666666666666,HPE
2026-06-15,0.2871785859266917,72,0.4166666666666667,HPE
2026-06-16,0.41991267421028833,132,0.5454545454545454,HPE
2026-06-17,0.36666441294882035,108,0.5,HPE
2026-06-18,0.6769328530018146,78,0.7692307692307693,HPE
2026-06-19,0.6097729802131653,60,0.7,HPE
2026-06-20,-0.38389113545417786,12,0.0,HPE
2026-06-21,-0.8997310996055603,12,0.0,HPE
